Date,Headline,Source,URL,Sentiment,Sentiment_Score
2025-10-09,TCS Q2: IT major announces ₹11 per share interim dividend; check payment and record dates - Upstox,Upstox,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPcXdJVGpnMWhnWlZ4c3hZbE40dlNFNjQ5Q2t1T20tOF95TTNKT0pXcERDdS1iRHdRbVZMeU5WZmpfcFNRT3dtbEs3b1MwbVBZU0tLczI3S29hNExRVTdKdmpwTU90VnY3OGpMLXV2MXZCUmVKVlNjcUh4bkg3dVIyamgwTmJLbC1lTXM2dVlCcG42U0QxQUNiQ2E4VWZmTkhJblJhRmw5Zk5pOFFFZDhwaFBTZTZCeHlaNkVmQlZuYUl3a1ZWQW54anRhaU5Ld2xSNmlObmtZSWVDc0VjR0dEMXJWcEE1WGtheklv?oc=5,neutral,0.9213093519210815
2025-10-09,"TCS Q2 FY26 results: IT giant's workforce shrinks by nearly 20,000 in Q2 FY26 amid restructuring - Business Today",Business Today,https://news.google.com/rss/articles/CBMi9gFBVV95cUxPb01OUE4zbkFnaDdWYnphampLVkw2aFFpVThzRjVFem5Sb0xNX3daR014Yi1aZHNzOTctb2J6MXJodk4tbFBMdWlISF9XOFN1ZEZiZ3ZKSmZIOE5TTEVEaFFrMXgzZ2xacWoyUzR2SFhqeWFaSnBTb0tqdkc5Qy1QU3FiVzZPbU5XOXZrQ0FzNlQ3Wnk1UUJHOU1ldnJpMjRZRTUzejY0LThEYXVFSVpGRlZtZ0c4MmE0bjVCVzVsMTd0ZVhwTnN1WHd1b0VQbUhpaUpSdGhCemRMRGxQaVdETVdyWWd4TU8weFdNR055QmtXc1pRS1HSAfsBQVVfeXFMT0g3UURGV2ZPT1YtUzlvT1g1U0RUNFFlYVhhV21TdmdKV2tENkdfYWxLamV5cUpQNWVZLXEzZUxTUWhwX0VvMUF1cENPR2Fidm9QNHB2T05CaTM3SGxBSC1MUzhfcHhRY2tJeGdrYlN2aFg3YWJLU1JXUmVUWVQ0Yl9hYkE3QUFyakhBSUlwTFlCbnlxQmRtSExfY09JamJZTDdESjlnMncwbHphMUJfVEVPM3VyaDhZZFdzZFZONmlfb2UySnlhZGNuT251MVIwTXlUQUJNSXJ4SVY0V3Q2THNRMUoxQmFFNmRNWWJtUW4wTHVFTUhKb1VnakU?oc=5,negative,0.9751967191696167
2025-10-10,"Amid layoff concerns at home, TCS to create 5,000 new jobs in the UK over next three years - The New Indian Express",The New Indian Express,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOX0pqMTNWaF9DM0MwMmh4N2tuVGQta1EwS1RkTTVqYXZQbXl6aDlMcmdnNEJ3a0ZOQ3FyX2szeFJCNzQ3d0pVQ2gwWC1PTWJjTlRyZWE0dk1qcWFyS2F0ZVdGcUZhWkR5WEhPZEktSmFnbndSdWJqMXBsMVpnZzVpVVBWWTlqSmcxUnZ3a3paMzU4aGpCSG14ck5WZUxmT2tzVUo4NXB3NHpRTzdGdmo3X3EtRFpQNmhTZ20xRzlSc2lJYkZVanpycDNTVzRkNzJLeUFEVG9VZ25Bd9IB5wFBVV95cUxQR1l4Q3cyR3h1eXkxbE55QktubXJnNDUwVldmSmxFLWVsY1lBdl9WUzdYNGV1aHU4MlNrOUNmVmt1bkhSbWlqWUFGRVdpd2VYaTctU1JWSjJnUzZTNVV1TXpsSlYtRW5EXzFNaDZkSm54X2N4TWtSbENFaldvd1JuMXBjdTlIaTFaSGVRRXdvYVJUUHlJeUdXN1EwQ1FLelY1Tko0T1EwckVxNVRwbjFUeTVERU9DdEw2Smk4T2pJa2dyS2RrY3k4WEQzM0FFWmNSTGN6alA1Z3M1SVBfMHNjR2FKMWlfbHc?oc=5,positive,0.703566312789917
2025-10-10,AI Push Drives Record Job Cuts at Top India Private Employer TCS - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxPZGpSUTFnX2JmSDlKclNTZ1dZNDRKaF9BMUowZ3dtUDk0OHBWYlVfZmp0V2U1cjlvTjhWR2l3aTF1X0J2bkNNUU5uQXU0cmlIVmtETjBoQldSSC1YZWI0TFUwV0Y3elVPUGFqekxreU5qaDJqWHRjOW1nMG5DOVlqVllBX1h3cHd5dE4wTEhNYXYtaDRSMHFNd3pydjVHMXZEUzVudzgxX0w3OWQ3VnQwckNKQTNNdw?oc=5,negative,0.94913649559021
2025-10-10,"TCS to Create 5,000 New Jobs in the UK Over the Next 3 Years - Tata Consultancy Services",Tata Consultancy Services,https://news.google.com/rss/articles/CBMirgFBVV95cUxNZDRFRGJXcUNzdjNFZGRPS3VIT2JESXlUVjRDcmVIVzBfamxxaXpUY25McXBHeHpsc3FydzBnelBrbDBPQ1NXX2lPM2JoZFpEZFJuQzFWQ3JDUWdNdWRxQXgyaDRtQlJTQUIzLXR0OXVGb19kVFdzMk03ZmVxQTdpblRGUkQwX25vdWpiRGV6ZnRDaFpySFNKWWVBdENtcUtsTVE1VUxrYWlLQlVFdFE?oc=5,positive,0.719027042388916
2025-10-10,Glaring discrepancy in TCS’s people number raises serious concerns about transparency: Labour Union - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNeGIxb2RfVVhPVV9wQXZTck90VXFkTmxoVVUyYjQycDFkQk9fcGY4QTc4ZHplc1FERU1RMjJjdUZPUkxwS29xMXdUVGM5RDdjMmJvSUZrQXNCSGlLVl9OZU5tNF80a1NXTU9xVE1xLVJicHN5LWUxMGE2T0FQWS1rMW52emZ4Zk1BNGdxUzR5RUROd1V2V1MyVlh0bnZMOUI1d2h0dXVTRlpnMUFhYzlQOGZkbjNoUzNneXMxRWkxNTFaYklpYzRjdjZzdlowVEYzOGQyS0luOVBmMDNqa2NCSDVtY2Y5UdIB7AFBVV95cUxOUWY3U0tYZWlpbnkwRktudThIVXdwdWh0cWpBNjlWQmlyczVVeWxQTEpkeHhqaWp1eFBob2NHQWxrM2ZrZWtFZEFZRGhDTmp5US1EMTZDdE52LXlSN054NllYTWtHOFR4MDRFOUtnUlFnYXpfTGZ6OGtuRXlneVp4LU9DTXJHSDFFUTNxT3IzODZFQXVuSzgzNHJfeEtxNGRIUVJJdG1PdVNuVG96RFlibjdKNDZ4NTBhVmgweTZBTk04VTJDTFZ1WGV4dEJkLWU2QlpLUGtNUS1iUWk1b1djcWI0cXExRjlVNS02Wg?oc=5,negative,0.8695597648620605
2025-10-10,How Will TCS' $6 Billion AI Investment Impact Indian IT? - analyticsindiamag.com,analyticsindiamag.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxOMndaTlNFbXJadlZXTmFyWmtKX2s5VjhzMjJSQUdUcTJhSURhak1GZGtKNjNfeHkxdUNDWi1DcmZmald0WWFqcUs1MVljS2VFUjFNWUczc2hHYnRDUG9Fdk9SUlMtNzBwbUxZUUY2REVSSnEwZDNjQVk2U0xvc2hncGZ3Z2tMZUlRNmY4WmlLZnZzcVZaeHZvRjR4SVR3eHpj?oc=5,neutral,0.9366744160652161
2025-10-11,"Confirmed, TCS has cut nearly 20,000 jobs in recent layoffs: Story in 5 points - India Today",India Today,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNaThQdDg2eVVOc2hRWEktaEtkUmhQeWtCMHotSVdKSUVfMHdnak40cjZTR3BCZDhwMlB1UTNfTzE2VC1QenVQN3Axb0tHV21rZEhuTDFjZXRUWWZZTFlldUN6Q1ZDR2x6S21YZWdPS0FpaU00UF9DTVhlUjF6Ym1DQUtqMDlINUZWY3pWa3BuVmRsbGFucGJ3Z2JuWldzLUlOTmlBZHpibE9TM3pYdXdkN29PMURfLV81SVV5cWJJMGxSLTZlMFZPRUdjcThwVnY20gHWAUFVX3lxTE1aMGQ1ZDRxNXVzeE9XOVlieHQ4aDA2dnhYTXhpZ0trb09YNmZWMXdSQkNPMTNlRXFTNE94c05TNkVjR0N3UGgxYjVTTDVFbFJDZzFiNm95amFBQW1FWDJySVNGOEl4Rkw4OEpvZDE1R2l1OUFDMG81NG1TYmxTLV9hRkVWSUxUVlVvcHN3ZEVWZ2RoQlRTWHlHSHlKUV9oOEhORUN4SU4yOHhrb3d3M3JiajV6MWw0aG9EODNJeDFSRjZaQ3h0SFB0QVl1RGF5cmFKX190LWc?oc=5,negative,0.967343807220459
2025-10-12,TCS layoffs: IT unions urge govt to take measures - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMipAFBVV95cUxNZWZDV2dsWWxfZ01OWUFCS3M0Y2l6cDRfNDNpak5NWmdZc2xhbTZ5cW5XXzBSQTB0NTRoNjcwTEdwempzTjhfOVh1czAtbTR0S0xMSTVpQzJ3d0NqZ3VXclhuMDd4Wks5ck9VQjJsVDFBdEstOW1tVXNoaTE1UW5sZHJ4QWc3UnBzSFZzVUhxcXBiempGVHYxZ20xUXpFaHkwZFRsbdIBsgFBVV95cUxOdWM4ZUl4M3pMX0gyd09oRlQ4RXU2SFlERHJnNHRJc0Eta1Z4aVVOYng3TGlKRWVMVTFteUw4cGUxSmJ3cDlzckJYM1M3bDZFWUNFZXRiVHFkaVRlVHRVN2U3OVlubnY2Zk9SZTVTYTJJTVI3dkpTcWhTQjVDYzlKT2FNV1pvOERqZDdKUjVZMFlMM3M4TXFFSmtzMElVWEFYakxJeU12RHNHRnJSUExyMnRB?oc=5,negative,0.9236491918563843
2025-10-13,TCS to Trade Ex-Dividend Oct 15 for ₹11 Interim Payout - HDFC Sky,HDFC Sky,https://news.google.com/rss/articles/CBMirwFBVV95cUxNSXFwRmpGNmo5VUpCZjBtczE4bEpRLWVwelZkX1A3Xzk1RG9KTTFyOTQzZEFNWFd3RlNFRnZpeXE2aUVnS0ZVTVV1NVNwODRZcTBBRWFXVTdyNnI5WDRoMWdNTVJ2Tkc0SExtYnVlLTVtYjNkS3puYkpMdDhfdDZ6aW00M3lTcVJBcTFLSUc2dE83WUdqNFpaTnhwRFJWRURGQUtJQmVCT296THYwR2xR?oc=5,neutral,0.9390808343887329
2025-10-13,TCS Q2 Results: Muted Dollar Revenue Growth Amid IT Sector Headwinds - scanx.trade,scanx.trade,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRzd4N2J2SXFrVWJvVWJSSWl3WGMxeHBpLUFZdFhTQXJveVVyNDh3c2JrOGtDN0lONF9qd1NGU1M0dmdsWENzRGNqZ0lYTEFZcGE3LVNRNHo4MFJ2UGIzU1dCeTJPMHNvWF9mREgzZjRxMlBaYWxKT19WdzdNWGl0cDk1OUdqazE1WjJ0YWlpMkE5M0w5OUFtWjNkeEt5bE8yTTRWb1JGaDliRl9McEExQko1VXJqMWd5V3VxYXNvM2c?oc=5,negative,0.9631022214889526
2025-10-14,TCS Partners with Google Cloud to Integrate Gemini Enterprise for its Workforce and Customers - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMixgFBVV95cUxPMjNWYnBtOE5nMUwxa2gwU05iOWJKQ01IVmpwNFB2anlldzZ6dFdoVW9fVmxkSzk0aVhPSzU4YjcwTXZ2OXYwMDBuOXUyaWs0Y0ZaWnoxb1RuN1JHLTJCckNzRUJWMDdtMVg3Qm9yWHMxTzdYU2J1ME9ZT09MSURCVmx4M3Y1TFZaVmlyalBRN2hXakVDZXkyNmNGSXZweV9HeTY1Yzdhd1ZpUmFYaC1XZHc1ZG9JRWVObW1qd1RYLVE3blY4bmc?oc=5,positive,0.6939406991004944
2025-10-15,TCS Files Analyst Day 2025 Transcript Detailing AI-Led Transformation Strategy - scanx.trade,scanx.trade,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQaHZoTlRMZl8zRVBJT1lFM3VObFQ4ZHBlSmlhdFFfc1hmWUtFZUFiek1Hd240T3FKUnJHckFnWTd3M2xRTnVTSzNDVmdrZnJJbUozRi0wUGZjZlBJRzhOQl9Nd1RaMDR6UV9FUnRmTVg0cm54aEhmQ0JfeG5pZFYyUnlqUVZNajFtLXVzVldqSWlGQ21NUnhMa3ZhNmpHMkVqRzgwVGhUdVJ6UVRkN0NMM0RKeVFiN3Q3Y2x3MFNsOVlIc2dNdXp6YlVIZldaRmtYel9wTU1yRWtYUQ?oc=5,neutral,0.9304800629615784
2025-10-15,"India’s largest software company has forced thousands of employees to quit, unions allege - Peoples Dispatch",Peoples Dispatch,https://news.google.com/rss/articles/CBMixgFBVV95cUxQemdrelAtVG53czZPSHhMMnBNVEJOQUZqNU1tUU5EcFRqRDFYVWtZemg5SGtQTXMzTUxjWTNUdTV4Q1hZelM1aVFpcWpyNWlIT1hsMmdweThjSTlOaDNvbTNvVFNTNktkUWtMR0xmazhtdHVjME42WEVaM0ppb2RvaDk3UVZZZ2NWZkJRVXp3ZXlKeTQ3UjY5cU43OHJQZHZ2UUI2N2wwYmt0bmZMZkd1bHlRUjZ4WWhZaEtFUi0tTlhwbTNOQ2c?oc=5,negative,0.9582399725914001
2025-10-16,"TCS announces new AI experience zone ahead of creation of 5,000 jobs - Consultancy.uk",Consultancy.uk,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOZDFZRWdDNUtpZFVxZlVvbS1pOTRRc0EzMlptdHhnSXBxdkhpams1TTZYc1RkZXVvSXZSZXJJMFJVQkFMaEJTeXdpTXdWdm5tb0dNZS1lT1dmcENPVUhnX1BLbEFDTTVrZHVpOUY5TWJfem5ETFdYUzNGV2RLSlROQUlDanRHWUItbUVnUlNmX3pGRUoxWTl2QUYwLTRsb2xqcXRtZm83U0TSAa4BQVVfeXFMTVk3UXZtcXdTanhCMVR0d2VxOGVRS1NvVTgzTTY1X0ItTWdzbzZSYUhGemtXdVVGT3lhX3VsSzNBaVNqdmtjZzNhMElObDROTlRIa21TUTl5QzVaRE94VkMtZlRlRzEyMHFmTTBMSTIyN0UtLU56QWczMGdhaGFYTkgxS3pQdUNQYVlsNzBoSmNZU0k2eURfbXhLRmRXdnNGNFNwb3B6VlJXV20wSUtB?oc=5,neutral,0.8169381022453308
2025-10-23,'Heart of India-Israel alliance': New York group releases report slamming Tata - Middle East Eye,Middle East Eye,https://news.google.com/rss/articles/CBMiowFBVV95cUxNUldGNGo2Q0FCSkdvQXB0d3JqUVdrc2d1aWttd2pLQ0VLRm04VmdNeVpWOFZYM0h1dFpfMUc0NGlJTkh4SUdvcmpiZzBQMXBaSDNGVGhaZHlVa2xyUjF3RFBpMlNKZU8tcDNFZ2o2Qk5WTjlEU3lZck9pNDVJUHFwWjV6bDNHeEhKeVRGcjlNWC01M1IzZ1djMFA4ajJJbUpFUFo0?oc=5,neutral,0.8472439646720886
2025-10-27,Tata Consultancy Services Refutes Losing M&S Contract After Cyber-Attack - Infosecurity Magazine,Infosecurity Magazine,https://news.google.com/rss/articles/CBMif0FVX3lxTE5wSEVfeXYtNEprNmN0MGlzOUY2SXd6Q2FRbE8zQnA1SVNOaDR0MXR5d2ptVGlIOFE4Y3g4bmhKaGtvaHIwczU0elJseHAzMEdjOFc4eFJSaV81aEZxR2p4YkdPMXRYRGtKb1VoUW9GeHZiMm5RZy0wQ003SVpvQWs?oc=5,negative,0.9577045440673828
2025-11-04,Leading ​UK ​Supermarket Chain Morrisons Partners with TCS to Transform the Customer Experience - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNQjFlZmctZlFtOGQtaGlXNlNES1Q5NndSNXlFZzZMQkhhemx6UllJaDIxZVhkS2c0WG5vVzgzaE1zSUVlUlJ1MUN2Vk43T1FCWFp4eEs4TE5EM25IbHpJTEJyNnV5Z1VxOVhOaW1NbDVZRHRoY2lhWGlmVE1QVkt4U3dfd1lsM3NTUTBZUHFUaEdZSUU2NXpTOUI4ZmdIZ1VvRUs4QlNqbER1Q0JWUEdjaGpFZlVwa2trOFJLVjNjY2N6MHFMbTdZTUdSS2k1S3ZL?oc=5,positive,0.7839393615722656
2025-11-04,TCS Expands 18-Year Partnership with ABB to Modernize Digital Infrastructure - scanx.trade,scanx.trade,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUHF3bHU3VURUWTNucmI1cVNuUGFnb2NRUVR5d2FpZ0hWbnZrbU5HZW1hMUNBUFlzeFBtMm5PY3VZZ00wT3Q1TF84LWJPeThWeWh2eDVZeTdZTVFIb3RSMzlqNHMtMm5oa04ySEY5T3NuR0VwSGg2YzFQR0xGOVB2eXVhNi1McDFncFowcUEtQzBjZjFyeE8zYnpzajMxTUF3T19lNkg0SkItNG93cHVWYU8tV0FYZFZWOER3WTQyakZyeHFWZ080bFRHOHhpM0VURGc?oc=5,positive,0.9236900806427002
2025-11-04,TCS expands partnership with UK retailer Morrisons to boost digital transformation - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPSG92Z3hGUHdOY2JIbm5PbnJmZTUtNmRHMUdpQnFod3lVekYzX056T0JWNUNwN3U4SkpxQ1QtclZiVExjRFUyaVljWHRMNm9yNThhY0I2eWg0N2FHSkY0ZkRianpTM1VCYzZNOGV1MzlCYUtTeHdjTV9YWko0MXRyRG9lQzBodTJhT2ZpbWhVV2RjVkw2M25QWFZDM0tNS3QyYi1XWV9oUU5pZEh1U3VhTXhIeFVRaE4xSTQ0b1dDYkU4dVdFQjF6WDFsNDJUcjl0cUF0WGEyUWVscEtNSWJlN3NQUVdRWTg5NWlRMEEwWl9CeXl4ZWVtRNIB_gFBVV95cUxPQnVGckpld190Zld5QjRocHk0Q29mZk94aVR4UmZTU2JDbHB4V2FUYjhvVWVFelE3NGJDOVR1ZExjN1FPNGtQY1duTzNSXzdhYTZ4N0NSd1pUQTItS2wyVlpsVzMteExUd29yTUZVZEhlTGxUazRHcWpNMjd0M1dBaHZ4U2h3bzNmLV9wWDA4U3FIMXJpY0xQckVjVHIzRVRMQVB0UGdRZ3k4WGhoR3l5cXRCNkVTN01Gd3NFb1NxR01SSEZGUi00eVd1MjVzYjlJWVJLSEdPN0stWXJxbktIYWwyVFpta1ZzZWpCSmNCdUdiQWM2NDRFci1pQ1FTQQ?oc=5,positive,0.921800434589386
2025-11-07,Tata Consultancy Services Limited's (NSE:TCS) Stock Been Rising: Are Strong Financials Guiding The Market? - simplywall.st,simplywall.st,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPOTRhb2JTZnNWQ2h2U3l5eHh5aHdSLUV2S0pwMzNqQVIwYlNPWnJ2U28weGxrX3U4RHV0SzNqQTJ2VWxNaTFLR3RJVlZ2QUxNbzlUUjFKR2I3QnFwRjFtQmdVN2psN0pmVFQwWFg1NzNmUmFuSC1YSTJVdG93YzNqWXktQ2gwaE9kTVZRNkk2S0d1NXFxWDdyaG4yYnRkdTFhMENqRkZuRnJ2UW5UTUt3NjhUaGp6WWUtV2dpWlhGUUgyUVpSQTVsMlBLWUxRVE5JSkFQLS1aWnljNEJpcnRB0gHkAUFVX3lxTE81NC1wSzUzWU82SDBCZ0Y5X0dzUmw0R1Q4LWljOEt2cW9fZHEwUkZBdW5XbmhFZnAyYXFkSGxKNFFtZ0J5MmoxbExiMXRVMUkxc004UFEyZ2dqZTFnNlRQaW5GcTFBSDlXYUdZQlBMSXMtMm1xalZ0TDctbVBVRW9lc2x0NFJXRm5OajhfODJIZV83UVZ1RjU2Q2JlRW8wN0tJUXFTMVlYRkpzS0hyYklTc3dDV0RrZDVuNVM3ejRTOFpEdTM0VWRXbjVpT1ZxV2lQOXdHSVZQcjY4azd6d2t3eU9oWg?oc=5,positive,0.8721573352813721
2025-11-11,TCS Named a Leader in Digital Workplace Services by Everest Group - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMiswFBVV95cUxPeHREZFNhOEg2Z0FsM1Y3ZE95LVlKYkV6ZnpETVJJQ0xrWEJrdzhEYXdIZFVac01ha0sxbVVSYTdGY1ZCd2dyMGdaSU90X2F0ZHFuWGhBSXhVNW0ybFpKei0walBub2JNYUhnX05xM3FYOGNTN2JxamtMenRxOU1FNm84UnVhNV84SjRRVW1sb1lrRVFyMElJS2Y5eXc4WnByTzhIUDhrNVRjRjBuWkVBalZnWQ?oc=5,positive,0.8154590725898743
2025-11-11,Regional Passport Office Organizes Walkathon in Pune to Promote Integrity and Vigilance - PIB,PIB,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBVd2VvXzRNTU5fN1JOR3FPZVptbWlmUkpIMkNiRzVYVzFaMlBkSi0wa1pHQk1sc0xkOXZLdWlVdklWMW52WUlPLWxncjhNX2tRZmZNY1Y4MlhEYWlJRFZjWGNOTWk3NnpU?oc=5,neutral,0.902974545955658
2025-11-11,Morrisons taps TCS for digital operations upgrade - Consultancy.uk,Consultancy.uk,https://news.google.com/rss/articles/CBMikAFBVV95cUxOY2NrREJEdUFrOTFPQUJIdGV3aW1WdFhybmUwMmhaX3pBM1RQeGF6X2RIcWlZVlRYbDhLZmZ2NFRZLTcxV1VsaDJwTFNjeTBQLWhXellSVDJidlBna3YzQXZmMVlRbHZaOWlKejNaMU5ydnJSMGEtS3NYSDBVb2JNdmkzWk9GeXBBUjc4Zk1iMmTSAZYBQVVfeXFMTnBFR0k4ZkRPcEozZm4yQmdEdWJvV0lzSGRMaWN4elNuMVhHWkZIaGV2aDlyenE0ck9xckNFMlBvWlgwaEpUVFg0OTZ1d3hZbkJVSlU2QTNtMFVXWnkwZFdIZDFZMVRhbzBUSVNfNlJwVnVXejkzZmZDbnpDOXVoMTJKblhTMUJROXFFQnNxRXdfem1LSUZ3?oc=5,neutral,0.8746291995048523
2025-11-12,TCS valuation falls below Infosys and HCLTech for the first time in 14 years - People Matters - HR News,People Matters - HR News,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOZm9MQzdiZy0wNk8yMDRnQzM5WU00WUs3bkZVS1FUaG0ya25GVkwtbERLOV9rbnY4WWJfQXVGdzV5NkRUZTg1UU1uZTRyNHBzQ2JfMUFWdVNOd2V6aW1JNHhwVnpIWjZRVzhkOFRpTUJXMGUxUnMtUkZXVVNFMHNCSlBYTlRhWFE2UGNhX2NnS3IyVW9tdnhNWUVsWTROdElsVl9lZVlkS1pMZjA4TUgtM1RtTlpwOE8tSVRHWDR2bXRkYVE?oc=5,negative,0.9176658987998962
2025-11-16,Questions need to be answered about government’s complicity in genocide in Palestine through new Auto-Enrolment Scheme - Louise O’Reilly TD - sinnfein.ie,sinnfein.ie,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPb2F0TDMwblRaZEd4dDk2dWRNbDk5dzRabTl4WXZsbzFkcTd1XzdDbTRDcUdnNm94OUUtcmRUWDNQNFRwOHlvckxQZVU0VDBvU3h3dFYwLUYtNU4xQS1PSTliSGUtYXVuZWVydUhJNUo5ZWloVGRZbUtIQmlabUVKRkhOVGZPR0Yta3o0bXdPWWZua3AxT0hHZ2p3UndoNDdBN1Z2ZW1hY1phckNVR3VQYk1sZktvVUtGcXBhclpRTlBrV29rdW5UMFliRXhiN04yOFdzc1NJODI4T1FELUtXMDV4bmY1ZDdPVEJIa1JhUzk3NTQ?oc=5,neutral,0.8935220241546631
2025-11-19,TCS and Infosys reduce new H-1B visa filings as Google and Amazon top the 2025 charts - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPbGZnaGE2SUNCNnVmeVJnREJLbnZ5OHBvQUlrcVM3eUJfdEtBR1FXMzlRS0I2YzVMRlFQeUJ1Unl2UkJFTmFrRlBLQ2J3MVNxbXgwNVpHa1VuUjE5QmxRSk5TUXRtek4xOEtfaWpQR0YxR3duazVFcnhhcjRiN1AzVEdEenNKVktjNEh2UkVZdnIyWXJUY1E0YTVKYmQ4Ui1GYnlnMVdleDhkT0pzajlVLTZjbE83ZllNSDR1QnlGV2JzcDdILWZQSDNudXpHbVBDekRqMTJXeUc1T0Z4WGRleXlR0gHnAUFVX3lxTE82eUU1aGZOZlM3Mk9FeEJPS2tDWXY5SzdyWVBBTzNyX0VSN2YyNGVLM1RDLW96aFBaZVNYYzRsWDZYTDlmVDhNakZRSTZwZlZVZGlvS3VEaUNsU1hUNGQtTUZBekZXVnJwaFlvWU5xOXNiNTEwTXNUS05CT0l6a2tIc2lRQkR0S0VpckUyVjA1SXlTdGhNTy1IWk5uSzVkTWhtbGFIenQ3WmhvajJPMUE3WVlCQmVLQUktb0xVV0hfY01sV19SUEd0VXhObkJmVS05dFVwZ2ZIcG9FRHhveFg2OWFKc3lycw?oc=5,negative,0.9165284037590027
2025-11-20,"India's TCS, TPG partner to invest $2 billion in AI data centre JV - Reuters",Reuters,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNbEI0TjNGYUVPa1FmUXk4Wkp5eGNUaTdaQWRkV3NldGp0ZWEzYVlJYzRHdU41LVRpUW5pQzJNcHB4Q25JeEZ1NTJWYlhkMVVpS3U3NFZEalBTdENFZWhxYmdGZUk0QldNNlV2TzVoLUlMb01uNXlUcXdhRmpzalotQzRCLTBFY2lnbjZiUVRjWnZ5MTlFRF9MR3ZMX3JVSGh1d3g0RkY5QXJXNUN5UTZKRnpoSUZlY2YxbjZjaUdZMjQ?oc=5,neutral,0.5911319255828857
2025-11-20,India’s TCS gets TPG to fund half of $2B AI data center project - TechCrunch,TechCrunch,https://news.google.com/rss/articles/CBMinAFBVV95cUxOWkJtdTNSWkdqX1JmWlNoZk1rd2d3VjNQZ3d4c0ppb1l5bG4wQzlROGJWMng5SjJlQ0lnZms4OHRlc2VfX2ttTldoVU9ZWHFhSnBwZE14YmctUEJaOXZXVzdiMlRtOGNsVWxJc0d5LTRVMkp6WWVnVjU1V0VDUzNPQTNmNTBhMjJKS0ZTaW81dnBRV1haRnVFamxhODM?oc=5,positive,0.642544150352478
2025-11-21,Box and TCS Forge Partnership to Set New Benchmark for Intelligent Content Management for Enterprises - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQbTZtZzFyampfX1kwWDlKcnpIMm84bUVpN2loSU51M1dzTXRaNGRIcDkxWHF6dXgxekFxczh4TnRZSHBLRzJxZXhDVGR0Vy1GOWVrSUhZZzB4ckFJR3NRNExETVBHd2EwbUFTSDlvZkk5emI0SnJJR3k1cmNuU2FHbmpYNExSNm9Sek1oWjZKSm5WWFBwc05EZ3B2bDVEM1VaRnlRSzJfRWFicnpMQkY3U1BRWDZpbkR2cWZaeWo4bzVHanNodzhyc0NwNEMwUUFLLVI4amdTcTlqOXZwNmt6eDcyLTA2Wnc?oc=5,positive,0.7818123698234558
2025-11-21,Tata Consultancy Services and TPG Establish AI Data Centre Venture - India News Network,India News Network,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONTh3TmJyZkpvZFhxcklJWG1HOENORGJIQ2ZrTWxXSWFuR0RJcUhVY2F3RC1WMTFKWWllTFlhUjUyZnNzSE5aMkJWN19Ha29QX0tLZUhLN1JseDJ3YXFXSFpHZVVhc2RuX21YNDV5azEySmJsYWVpajFNRENPWXl0NWhXRXFmWVh2c01lOVY1QWI3MU9KWF9JTEdIUjVHVkZGNVlmNXpJLXkya0k?oc=5,neutral,0.9119758009910583
2025-11-24,US Court Upholds $194 Million Damages Against Tata Consultancy Services - India News Network,India News Network,https://news.google.com/rss/articles/CBMitgFBVV95cUxOaEU3LTJPTmhsNFU2VXdQNWxTcDVNel9HdHRvU0JxX05HSzZSamVSVDdtNHNLSDhHc05ENjZBaTM0aHhzMlBUdGE0QjFuT0FXMUdxWllxVHhBVWhWeHNHc3BrdXEyLXdORk1yS0VGOVpPVVQ3RnZ1WUl0NHE1YVUxMmcyQkxjMVhfRzVpV0l3QkR2RnhZa01VandaTTBqNE4ySTU5MTREQXBMeDFtMzlFOTY0WU41QQ?oc=5,negative,0.8522832989692688
