Date,Close,Future_Return_5D,Predicted_Return,Signal,Signal_Strength,Predicted_Return_Percent,Volatility_20,Volatility_Percent,Risk_Score,Risk_Level
2024-07-22,3983.208251953125,0.0218666973619297,-0.02277109,AVOID,Strong,-2.2771090000000003,0.0184972087848103,1.8497208784810302,50,Moderate
2024-07-23,3997.14404296875,0.0146432065570254,-0.02620115,AVOID,Strong,-2.620115,0.0184771405413121,1.8477140541312098,50,Moderate
2024-07-24,4000.767578125,0.018368728559412,-0.038811132,AVOID,Very Strong,-3.8811132,0.0185160791812486,1.8516079181248601,50,Moderate
2024-07-25,4015.8642578125,0.0172586993236054,-0.040923074,AVOID,Very Strong,-4.092307399999999,0.0185201149908586,1.85201149908586,50,Moderate
2024-07-26,4076.5791015625,-0.023884353192314,-0.047234237,AVOID,Very Strong,-4.7234237,0.0183447337040689,1.8344733704068898,50,Moderate
2024-07-29,4070.307861328125,-0.0515968078418515,-0.037587862,AVOID,Very Strong,-3.7587862,0.0181608145721025,1.8160814572102502,50,Moderate
2024-07-30,4055.675048828125,-0.0444753791601214,-0.036917496,AVOID,Very Strong,-3.6917496,0.0180162994264353,1.80162994264353,50,Moderate
2024-07-31,4074.256591796875,-0.0421632589102869,-0.042036332,AVOID,Very Strong,-4.2036332000000005,0.0179788520296265,1.79788520296265,50,Moderate
2024-08-01,4085.1728515625,-0.0510678743177798,-0.03866458,AVOID,Very Strong,-3.866458,0.0175050284010097,1.75050284010097,50,Moderate
2024-08-02,3979.212646484375,-0.0126778230740748,-0.03454244,AVOID,Very Strong,-3.454244,0.0187119944326013,1.8711994432601302,50,Moderate
2024-08-05,3860.29296875,0.009771271509307,-0.017646333,AVOID,Moderate,-1.7646333,0.0201212957597248,2.01212957597248,65,Moderate
2024-08-06,3875.29736328125,0.0061733543885051,-0.016437292,AVOID,Moderate,-1.6437292,0.0200621760037494,2.00621760037494,65,Moderate
2024-08-07,3902.47265625,0.0225690117343471,-0.014828523,AVOID,Moderate,-1.4828523,0.0200582371156715,2.00582371156715,65,Moderate
2024-08-08,3876.5517578125,0.0583575528851978,-0.017315755,AVOID,Moderate,-1.7315755,0.0195208380979238,1.95208380979238,50,Moderate
2024-08-09,3928.764892578125,0.0617794771772026,-0.009592406,AVOID,Weak,-0.9592406,0.019646382160045,1.9646382160045,50,Moderate
2024-08-12,3898.012939453125,0.0780928609397026,-0.0064989715,AVOID,Weak,-0.64989715,0.0132201908488203,1.3220190848820301,35,Low
2024-08-13,3899.220947265625,0.0844778250663427,-0.012841492,AVOID,Moderate,-1.2841492,0.01318896817766,1.318896817766,35,Low
2024-08-14,3990.547607421875,0.0481345596769415,-0.010012439,AVOID,Moderate,-1.0012439,0.0141490357900107,1.41490357900107,35,Low
2024-08-16,4102.77783203125,0.0108357178450337,-0.035204947,AVOID,Very Strong,-3.5204947,0.0136341800938258,1.36341800938258,35,Low
2024-08-19,4171.48193359375,0.0027728502041683,-0.044409268,AVOID,Very Strong,-4.4409268,0.0140471547575499,1.40471547575499,35,Low
2024-08-20,4202.419921875,-0.0057811742583212,-0.04024824,AVOID,Very Strong,-4.024824,0.0140249002348148,1.4024900234814799,35,Low
2024-08-21,4228.61865234375,-0.0099855534697711,-0.042317897,AVOID,Very Strong,-4.2317897,0.0140456433869925,1.4045643386992501,35,Low
2024-08-22,4182.630859375,0.0021767381568214,-0.03094766,AVOID,Very Strong,-3.094766,0.0143773718582189,1.4377371858218901,35,Low
2024-08-23,4147.234375,0.0201280126439682,-0.034567475,AVOID,Very Strong,-3.4567475,0.01457146577976,1.457146577976,35,Low
2024-08-26,4183.048828125,0.004131023602047,-0.0338136,AVOID,Very Strong,-3.38136,0.0143275920999724,1.43275920999724,35,Low
2024-08-27,4178.125,0.0033798850037396,-0.035282314,AVOID,Very Strong,-3.5282314,0.014323936263414,1.4323936263413999,35,Low
2024-08-28,4186.3935546875,-0.0059475836315892,-0.039809413,AVOID,Very Strong,-3.9809413,0.0142756614667713,1.42756614667713,35,Low
2024-08-29,4191.7353515625,-0.0079457880404077,-0.043808423,AVOID,Very Strong,-4.3808423,0.0142594796099639,1.42594796099639,35,Low
2024-08-30,4230.7099609375,-0.0213011861973705,-0.038576767,AVOID,Very Strong,-3.8576767,0.0143642395813303,1.43642395813303,35,Low
2024-09-02,4200.3291015625,-0.0158147717684882,-0.034175325,AVOID,Very Strong,-3.4175325,0.0130022327722687,1.30022327722687,35,Low
2024-09-03,4192.24658203125,-0.0009972371569026,-0.047634758,AVOID,Very Strong,-4.7634758,0.0105822169974396,1.05822169974396,35,Low
2024-09-04,4161.49462890625,2.2293297426312364e-05,-0.04133847,AVOID,Very Strong,-4.133847,0.0108919067424717,1.08919067424717,35,Low
2024-09-05,4158.4287109375,0.0093276996950142,-0.026200661,AVOID,Strong,-2.6200661,0.0109028824049563,1.09028824049563,35,Low
2024-09-06,4140.5908203125,0.0147752398899518,-0.029576782,AVOID,Strong,-2.9576782,0.0108029157407829,1.08029157407829,35,Low
2024-09-09,4133.90185546875,0.0143161697336158,-0.030826114,AVOID,Very Strong,-3.0826114,0.0105839834141005,1.05839834141005,35,Low
2024-09-10,4188.06591796875,-0.000488156975987,-0.025719874,AVOID,Strong,-2.5719874,0.0105332247704147,1.05332247704147,35,Low
2024-09-11,4161.58740234375,-0.0297364251804924,-0.030835778,AVOID,Very Strong,-3.0835778,0.0107460744771044,1.0746074477104401,35,Low
2024-09-12,4197.21728515625,-0.0490405252456955,-0.036908116,AVOID,Very Strong,-3.6908116,0.0097503238334074,0.97503238334074,20,Low
2024-09-13,4201.76904296875,-0.0525581382376726,-0.028948667,AVOID,Strong,-2.8948667,0.007674611218904,0.7674611218904,20,Low
2024-09-16,4193.08349609375,-0.0542293478786156,-0.031307887,AVOID,Very Strong,-3.1307887,0.0067713758419134,0.67713758419134,20,Low
2024-09-17,4186.021484375,-0.0520123593078339,-0.02280893,AVOID,Strong,-2.2808930000000003,0.006569332284769,0.6569332284768999,20,Low
2024-09-18,4037.836669921875,-0.0164284022611069,-0.009126047,AVOID,Weak,-0.9126047,0.0100865032615178,1.00865032615178,35,Low
2024-09-19,3991.383544921875,-0.0008495473067074,0.008381698,BUY,Weak,0.8381698,0.0101157334044091,1.01157334044091,35,Low
2024-09-20,3980.931884765625,0.0055544935675724,0.0017234234,HOLD,Weak,0.17234234,0.0100118594974625,1.00118594974625,35,Low
2024-09-23,3965.6953125,0.0,-0.0009822458,HOLD,Weak,-0.0982245799999999,0.009698247350879,0.9698247350878999,20,Low
2024-09-24,3968.296630859375,0.0038863937643467,-0.002042631,HOLD,Weak,-0.2042631,0.0097212265096784,0.97212265096784,20,Low
2024-09-25,3971.50146484375,-0.0098250659145634,-0.0043433527,HOLD,Weak,-0.43433527,0.0096961426497217,0.96961426497217,20,Low
2024-09-26,3987.99267578125,-0.0093768415417913,-0.0030904748,HOLD,Weak,-0.30904748,0.0097774332464613,0.97774332464613,20,Low
2024-09-27,4003.0439453125,-0.0083206334437392,-0.0052401996,AVOID,Weak,-0.5240199600000001,0.0095024972249347,0.95024972249347,20,Low
2024-09-30,3965.6953125,-0.0035726316909274,-0.0029109935,HOLD,Weak,-0.29109935,0.0095675428972225,0.95675428972225,20,Low
2024-10-01,3983.718994140625,-0.0081507292285194,-0.0040201345,HOLD,Weak,-0.4020134499999999,0.009707951699788,0.9707951699788,20,Low
2024-10-03,3932.481201171875,-0.0012640119229352,-0.00025113163,HOLD,Weak,-0.025113163,0.0099288897818114,0.99288897818114,20,Low
2024-10-04,3950.597900390625,-0.0242341803360089,-0.004293836,HOLD,Weak,-0.4293836,0.0100577924024699,1.00577924024699,35,Low
2024-10-07,3969.736083984375,-0.031875692303075,-0.003410109,HOLD,Weak,-0.3410109,0.0101794450615002,1.0179445061500199,35,Low
2024-10-08,3951.52734375,-0.0320815181234312,0.0009977923,HOLD,Weak,0.09977923,0.0101943683192073,1.01943683192073,35,Low
2024-10-09,3951.248779296875,-0.0371507227831391,0.011253548,BUY,Moderate,1.1253548,0.0095591871295941,0.95591871295941,20,Low
2024-10-10,3927.510498046875,-0.0280076257454505,0.009467127,BUY,Weak,0.9467127,0.009553450789223,0.9553450789222999,20,Low
2024-10-11,3854.8583984375,-0.0038782735362107,-0.0012732436,HOLD,Weak,-0.12732436,0.0097665670727207,0.97665670727207,20,Low
2024-10-14,3843.197998046875,-0.0113246700380434,-0.0042718216,HOLD,Weak,-0.42718216,0.0096925025505641,0.9692502550564099,20,Low
2024-10-15,3824.75634765625,-0.0222268294510692,-0.0013660166,HOLD,Weak,-0.13660166,0.0096770615174505,0.96770615174505,20,Low
2024-10-16,3804.45703125,-0.0045861350944256,-0.00087926834,HOLD,Weak,-0.087926834,0.0096546471867737,0.9654647186773699,20,Low
2024-10-17,3817.51025390625,-0.0124665190890915,-0.0008741119,HOLD,Weak,-0.08741119,0.006573536154841,0.6573536154841,20,Low
2024-10-18,3839.908203125,-0.0158862414822131,0.0074724997,BUY,Weak,0.74724997,0.0065075578303026,0.6507557830302599,20,Low
2024-10-21,3799.675048828125,0.0026962497885272,0.0045898566,BUY,Weak,0.45898566,0.0067838609901224,0.67838609901224,20,Low
2024-10-22,3739.744140625,0.0148798223683626,0.021279242,BUY,Strong,2.1279242,0.0074208527217462,0.74208527217462,20,Low
2024-10-23,3787.00927734375,0.0045248746260053,0.013979469,BUY,Moderate,1.3979469,0.0081692563335755,0.8169256333575501,20,Low
2024-10-24,3769.919189453125,-0.0196275137228428,0.0026144444,HOLD,Weak,0.26144444,0.0081492183422299,0.81492183422299,20,Low
2024-10-25,3778.906494140625,-0.0180774486977046,0.0047864644,BUY,Weak,0.47864644,0.0080817600309685,0.8081760030968501,20,Low
2024-10-28,3809.919921875,-0.0309716514095861,0.0012544336,HOLD,Weak,0.12544336,0.0083245801231949,0.83245801231949,20,Low
2024-10-29,3795.390869140625,-0.0254953694927434,-0.00037774383,HOLD,Weak,-0.0377743829999999,0.0081741720297312,0.81741720297312,20,Low
2024-10-30,3804.14501953125,0.0134651514095502,-0.01171028,AVOID,Moderate,-1.171028,0.0080924474030798,0.80924474030798,20,Low
2024-10-31,3695.925048828125,0.0459750692753162,0.015816245,BUY,Moderate,1.5816245,0.0097471819540897,0.97471819540897,20,Low
2024-11-01,3710.593505859375,0.0408614193249887,0.017138015,BUY,Moderate,1.7138015,0.0097218045894684,0.97218045894684,20,Low
2024-11-04,3691.92041015625,0.0591678169694089,0.023371384,BUY,Strong,2.3371384,0.0095471803630722,0.95471803630722,20,Low
2024-11-05,3698.6259765625,0.0569202219046187,0.0080860285,BUY,Weak,0.80860285,0.0096186416254364,0.9618641625436399,20,Low
2024-11-06,3855.368408203125,0.0025847303903363,-0.023945779,AVOID,Strong,-2.3945779,0.0140304583387923,1.40304583387923,35,Low
2024-11-07,3865.845458984375,-0.0012045215438716,-0.02537487,AVOID,Strong,-2.537487,0.0140065943080313,1.4006594308031302,35,Low
2024-11-08,3862.213623046875,-0.0307450358974962,-0.034687445,AVOID,Very Strong,-3.4687445,0.0133679129924081,1.33679129924081,35,Low
2024-11-11,3910.36328125,-0.0379045240361899,-0.04206486,AVOID,Very Strong,-4.206486,0.0136189397624347,1.36189397624347,35,Low
2024-11-12,3909.152587890625,-0.0296730760499276,-0.037112758,AVOID,Very Strong,-3.7112758,0.0135559903053604,1.3555990305360401,35,Low
2024-11-13,3865.33349609375,0.0227089931877695,-0.03671533,AVOID,Very Strong,-3.671533,0.0137672057198052,1.37672057198052,35,Low
2024-11-14,3861.18896484375,0.0408114101228989,-0.02733931,AVOID,Strong,-2.733931,0.0137601689555917,1.3760168955591698,35,Low
2024-11-18,3743.4697265625,0.0828957875341773,-0.017662533,AVOID,Moderate,-1.7662533,0.015345767246667,1.5345767246667001,50,Moderate
2024-11-19,3762.142822265625,0.0725326460795534,-0.02396612,AVOID,Strong,-2.396612,0.0152408170225644,1.5240817022564401,50,Moderate
2024-11-21,3793.156005859375,0.0422431513583232,-0.032150857,AVOID,Very Strong,-3.2150857,0.0149071888084762,1.49071888084762,35,Low
2024-11-22,3953.111328125,0.0061842481668661,-0.036392476,AVOID,Very Strong,-3.6392476,0.0173949154983395,1.7394915498339498,50,Moderate
2024-11-25,4018.76953125,-0.0089105807222943,-0.042721357,AVOID,Very Strong,-4.2721357,0.017600072547944,1.7600072547944001,50,Moderate
2024-11-26,4053.78759765625,-0.0114756321760718,-0.02546749,AVOID,Strong,-2.546749,0.0176387077903128,1.7638707790312802,50,Moderate
2024-11-27,4035.02099609375,0.0050433079617988,-0.03572748,AVOID,Very Strong,-3.572748,0.0176981276833679,1.7698127683367901,50,Moderate
2024-11-28,3953.390869140625,0.0516265303056138,-0.03560294,AVOID,Very Strong,-3.560294,0.0183986850875491,1.83986850875491,50,Moderate
2024-11-29,3977.558349609375,0.0408935532414249,-0.039300565,AVOID,Very Strong,-3.9300565,0.0184195113344905,1.8419511334490501,50,Moderate
2024-12-02,3982.9599609375,0.0410368780481107,-0.034818534,AVOID,Very Strong,-3.4818534,0.0169393330705041,1.69393330705041,50,Moderate
2024-12-03,4007.267822265625,0.0301666850556991,-0.031376727,AVOID,Very Strong,-3.1376727,0.0169466315722297,1.6946631572229702,50,Moderate
2024-12-04,4055.370849609375,0.0167761346097801,-0.029644512,AVOID,Strong,-2.9644512,0.0168974355640194,1.6897435564019399,50,Moderate
2024-12-05,4157.49072265625,-0.0020383952581823,-0.03851745,AVOID,Very Strong,-3.851745,0.0174751992524528,1.7475199252452798,50,Moderate
2024-12-06,4140.21484375,0.0063884865953702,-0.03584962,AVOID,Very Strong,-3.584962,0.0153460314145091,1.53460314145091,50,Moderate
2024-12-09,4146.408203125,-0.0082993752593665,-0.029822785,AVOID,Strong,-2.9822785,0.015352500899687,1.5352500899687,50,Moderate
2024-12-10,4128.15380859375,-0.0234740626218661,-0.023737349,AVOID,Strong,-2.3737349,0.01542599007846,1.542599007846,50,Moderate
2024-12-11,4123.404296875,-0.0179789009290052,-0.020057444,AVOID,Strong,-2.0057444,0.0153070037917353,1.53070037917353,50,Moderate
2024-12-12,4149.01611328125,-0.0410892548532249,-0.028338471,AVOID,Strong,-2.8338471,0.0153074797265989,1.53074797265989,50,Moderate
2024-12-13,4166.66455078125,-0.0678603860228522,-0.036550246,AVOID,Very Strong,-3.6550246,0.0149330168877072,1.49330168877072,35,Low
2024-12-16,4111.99560546875,-0.058185446614546,-0.028972901,AVOID,Strong,-2.8972901,0.0153790680405529,1.5379068040552901,50,Moderate
2024-12-17,4031.249267578125,-0.0344229108084261,-0.023518596,AVOID,Strong,-2.3518596,0.0142776694963306,1.42776694963306,35,Low
2024-12-18,4049.27001953125,-0.0411120711017429,-0.015829252,AVOID,Moderate,-1.5829251999999998,0.0142758819569371,1.42758819569371,35,Low
2024-12-19,3978.5361328125,-0.0250590264507718,-0.004145317,HOLD,Weak,-0.4145317,0.0149925079160172,1.49925079160172,35,Low
2024-12-20,3883.9130859375,-0.0027575181783231,0.010442849,BUY,Moderate,1.0442849,0.0129160465644785,1.2916046564478498,35,Low
2024-12-23,3872.7373046875,-0.0152705725596322,0.015580951,BUY,Moderate,1.5580950999999998,0.0122512815408237,1.22512815408237,35,Low
2024-12-24,3892.48193359375,-0.0160424812304067,0.0002493961,HOLD,Weak,0.02493961,0.0121142459912567,1.21142459912567,35,Low
2024-12-26,3882.796142578125,0.0015948885096535,-0.0040587974,HOLD,Weak,-0.40587974,0.0120988495577246,1.20988495577246,35,Low
2024-12-27,3878.837890625,-0.0155948745320284,0.0028648877,HOLD,Weak,0.28648877,0.0112990583389272,1.12990583389272,35,Low
2024-12-30,3873.203125,-0.0153409090909091,0.0005416872,HOLD,Weak,0.05416872,0.0111782365358159,1.11782365358159,35,Low
2024-12-31,3813.598388671875,-0.0162401341980176,0.004260782,HOLD,Weak,0.4260782,0.011590734751549,1.1590734751549001,35,Low
2025-01-01,3830.036865234375,-0.0009849672653918,0.0055884556,BUY,Weak,0.55884556,0.011530691199704,1.1530691199704002,35,Low
2025-01-02,3888.98876953125,-0.0327844328105356,0.0007217002,HOLD,Weak,0.07217002,0.0117726371187235,1.1772637118723501,35,Low
2025-01-03,3818.347900390625,0.0404278708510186,0.00087353133,HOLD,Weak,0.087353133,0.0104113260998068,1.04113260998068,35,Low
2025-01-06,3813.78466796875,0.0478877442808398,-0.0071957437,AVOID,Weak,-0.71957437,0.0104329220129631,1.04329220129631,35,Low
2025-01-07,3751.6650390625,0.0508279526928798,0.004761725,BUY,Weak,0.4761724999999999,0.0106904349844323,1.06904349844323,35,Low
2025-01-08,3826.264404296875,0.0343686175532125,-0.00080349983,HOLD,Weak,-0.080349983,0.0120473779754315,1.20473779754315,35,Low
2025-01-09,3761.490478515625,0.0414598108075743,-0.0021998598,HOLD,Weak,-0.21998598,0.0123821753218234,1.23821753218234,35,Low
2025-01-10,3972.715576171875,-0.015346009766447,-0.026766792,AVOID,Strong,-2.6766792,0.0182865207547842,1.8286520754784201,50,Moderate
2025-01-13,3996.418212890625,-0.0322216628427469,-0.0138106635,AVOID,Moderate,-1.38106635,0.0183213862079067,1.83213862079067,50,Moderate
2025-01-14,3942.3544921875,-0.0290423810327099,-0.018158445,AVOID,Moderate,-1.8158445,0.0183347112591444,1.83347112591444,50,Moderate
2025-01-15,3957.767822265625,-0.0038864927474938,-0.042714983,AVOID,Very Strong,-4.2714983,0.0178896172353901,1.78896172353901,50,Moderate
2025-01-16,3917.441162109375,0.0036681783981504,-0.03337554,AVOID,Very Strong,-3.3375540000000004,0.0179637807424972,1.7963780742497202,50,Moderate
2025-01-17,3911.750244140625,0.0068012359347267,-0.029857447,AVOID,Strong,-2.9857447,0.0175672119499516,1.75672119499516,50,Moderate
2025-01-20,3867.64697265625,-0.0031022197993899,-0.024057657,AVOID,Strong,-2.4057657,0.0169126830599615,1.69126830599615,50,Moderate
2025-01-21,3827.859130859375,0.0011025000397029,-0.015526436,AVOID,Moderate,-1.5526436,0.017057807975763,1.7057807975763,50,Moderate
2025-01-22,3942.385986328125,-0.0136650868438117,-0.031314485,AVOID,Very Strong,-3.1314485000000003,0.0183374353120292,1.83374353120292,50,Moderate
2025-01-23,3931.81103515625,-0.0109518352967562,-0.036520876,AVOID,Very Strong,-3.6520876,0.0183393145479926,1.8339314547992602,50,Moderate
2025-01-24,3938.35498046875,-0.0096209887957116,-0.033000395,AVOID,Very Strong,-3.3000395,0.0183352405643112,1.8335240564311202,50,Moderate
2025-01-27,3855.648681640625,0.0019679932617127,-0.026171345,AVOID,Strong,-2.6171345,0.0189780201492297,1.89780201492297,50,Moderate
2025-01-28,3832.079345703125,0.0070168589244898,-0.032228213,AVOID,Very Strong,-3.2228213,0.0186948873061302,1.8694887306130201,50,Moderate
2025-01-29,3888.512939453125,0.0017683419883622,-0.038439937,AVOID,Very Strong,-3.8439937,0.018952727165061,1.8952727165060999,50,Moderate
2025-01-30,3888.75048828125,-0.0021829669189259,-0.036695972,AVOID,Very Strong,-3.6695972,0.0186443623871364,1.86443623871364,50,Moderate
2025-01-31,3900.464111328125,-0.0072099292570915,-0.032288954,AVOID,Very Strong,-3.2288954000000003,0.0181435813433859,1.81435813433859,50,Moderate
2025-02-01,3863.236572265625,-0.0107410873116138,-0.029006146,AVOID,Strong,-2.9006146,0.0182974272570338,1.8297427257033798,50,Moderate
2025-02-03,3858.968505859375,-0.0077913064603527,-0.03861881,AVOID,Very Strong,-3.861881,0.01786086813017,1.7860868130169998,50,Moderate
2025-02-04,3895.38916015625,-0.0349398960133782,-0.035924304,AVOID,Very Strong,-3.5924304,0.0174446772514964,1.7444677251496399,50,Moderate
2025-02-05,3880.261474609375,-0.0344528419105334,-0.023998372,AVOID,Strong,-2.3998372,0.0169751261547972,1.69751261547972,50,Moderate
2025-02-06,3872.342041015625,-0.0422755326186756,-0.02987968,AVOID,Strong,-2.987968,0.0111286377028364,1.1128637702836401,35,Low
2025-02-07,3821.7412109375,-0.0234649592956417,-0.023969352,AVOID,Strong,-2.3969352,0.0112943342796384,1.12943342796384,35,Low
2025-02-10,3828.902099609375,-0.0328094112017949,-0.018136071,AVOID,Moderate,-1.8136071,0.0110005281635919,1.1000528163591898,35,Low
2025-02-11,3759.28466796875,-0.0227950588484371,-0.0060122563,AVOID,Weak,-0.6012256300000001,0.0115352688356434,1.15352688356434,35,Low
2025-02-12,3746.575439453125,-0.0420362397353364,-0.007083912,AVOID,Weak,-0.7083912,0.0113962278373396,1.13962278373396,35,Low
2025-02-13,3708.63671875,-0.0334385608550985,0.00047555237,HOLD,Weak,0.047555237,0.0115318836568957,1.15318836568957,35,Low
2025-02-14,3732.064208984375,-0.0378285857455596,0.0013351962,HOLD,Weak,0.13351962,0.0115062467199703,1.15062467199703,35,Low
2025-02-17,3703.278076171875,-0.0586245544834084,-0.005218478,AVOID,Weak,-0.5218478000000001,0.0114194392523141,1.14194392523141,35,Low
2025-02-18,3673.591552734375,-0.0629066956796992,0.0043827724,HOLD,Weak,0.43827724,0.0087481541050063,0.8748154105006299,20,Low
2025-02-19,3589.08349609375,-0.0453346145259544,0.017278047,BUY,Moderate,1.7278047,0.0097701319739051,0.9770131973905101,20,Low
2025-02-20,3584.625244140625,-0.0783590127787094,0.005864316,BUY,Weak,0.5864315999999999,0.0096948750981356,0.96948750981356,20,Low
2025-02-21,3590.885498046875,-0.0773772328174352,0.005314074,BUY,Weak,0.5314074,0.0089839441340128,0.89839441340128,20,Low
2025-02-24,3486.175048828125,-0.0390549360955834,0.029683612,BUY,Strong,2.9683612000000004,0.0106573545581688,1.0657354558168801,35,Low
2025-02-25,3442.498046875,-0.0227301610896429,0.042231046,BUY,Very Strong,4.2231046,0.0097513532274017,0.9751353227401701,20,Low
2025-02-27,3426.373779296875,-0.0030310464402999,0.044559628,BUY,Very Strong,4.4559628,0.0096526499472723,0.9652649947272299,20,Low
2025-02-28,3303.737548828125,0.0367329290652329,0.049988523,BUY,Very Strong,4.9988523,0.0114266874794009,1.14266874794009,35,Low
2025-03-03,3313.03271484375,0.0276548243789214,0.030254083,BUY,Very Strong,3.0254083,0.0116817146638124,1.16817146638124,35,Low
2025-03-04,3350.022705078125,0.0122449904687416,0.046633538,BUY,Very Strong,4.6633538,0.0123434920861422,1.23434920861422,35,Low
2025-03-05,3364.24951171875,-0.0115165741337823,0.04133277,BUY,Very Strong,4.133277,0.0120308547913982,1.20308547913982,35,Low
2025-03-06,3415.98828125,-0.0251416392126637,0.034906548,BUY,Very Strong,3.4906548,0.0130416659610278,1.30416659610278,35,Low
2025-03-07,3425.093505859375,-0.0314300554779276,0.04424607,BUY,Very Strong,4.424607,0.0131638749287021,1.31638749287021,35,Low
2025-03-10,3404.654052734375,-0.0256153560480566,0.0263556,BUY,Strong,2.63556,0.013059557866477,1.3059557866477,35,Low
2025-03-11,3391.043701171875,-0.0218722990356533,0.025540857,BUY,Strong,2.5540857,0.0129463326677246,1.2946332667724598,35,Low
2025-03-12,3325.5048828125,0.0162426875383407,0.031738963,BUY,Very Strong,3.1738963,0.0130055571004151,1.3005557100415102,35,Low
